ページタイトル,施設ジャンル,施設、場所、イベントの名称（読み）,郵便番号,住所,ビル名,フロア数,緯度,経度
ホワイト急便　誉田駅前店,赤ちゃんの駅,ホワイトキュウビンホンダエキマエテン,266-0005,緑区誉田町2－24,,,35.54625726,140.2135977
弁天保育所,赤ちゃんの駅,ベンテンホイクショ,260-0045,中央区弁天3-8-10,,,35.618746,140.114778
まどか保育園,赤ちゃんの駅,マドカホイクエン,261-0004,美浜区高洲1-15-2,,,35.629978,140.077765
かまとり保育園,赤ちゃんの駅,カマトリホイクエン,266-0031,緑区おゆみ野4-30,,,35.557834,140.179747
おゆみ野保育園,赤ちゃんの駅,オユミノホイクエン,266-0031,緑区おゆみ野2-7,,,35.562462,140.174899
更科保育所,赤ちゃんの駅,サラシナホイクショ,265-0073,若葉区更科町2073-27,,,35.620381,140.227761
幸第三保育所,赤ちゃんの駅,サイワイダイサンホイクショ,261-0001,美浜区幸町1-17-6,,,35.615422,140.099586
高洲第二保育所,赤ちゃんの駅,タカスダイニホイクショ,261-0004,美浜区高洲2-3-19,,,35.622127,140.077391
はまかぜ保育園,赤ちゃんの駅,ハマカゼホイクエン,260-0026,中央区中央港1-24-14,ＳＥＡＳＣＡＰＥ千葉みなと1階,,35.607805,140.100702
千葉寺・子育てリラックス館,赤ちゃんの駅,チバデラ・コソダテリラックスカン,260-0844,中央区千葉寺町887-7,,,35.588528,140.135558
院内保育園,赤ちゃんの駅,インナイホイクエン,260-0018,中央区院内2-5-6,,,35.614253,140.125539
てんだい・子育てリラックス館,赤ちゃんの駅,テンダイ・コソダテリラックスカン,263-0016,稲毛区天台1-7-10,小ばと子育て支援センター内,,35.633089,140.114376
千城台・子育てリラックス館,赤ちゃんの駅,コソダテヒロバ・ミツワダイ（ミツワダイホイクエンナイ）,264-0005,若葉区千城台北1-29-9,プラスパビル1階A室,,35.624939,140.185762
高洲・子育てリラックス館,赤ちゃんの駅,タカス・コソダテリラックスカン,261-0004,美浜区高洲3-12-1,旧高洲保健センター2階,,35.626781,140.071418
幕張海浜保育園,赤ちゃんの駅,マクハリカイヒンホイクエン,261-0026,美浜区幕張西2-7-2,,,35.665622,140.037755
チューリップ保育園,赤ちゃんの駅,チューリップホイクエン,261-0011,美浜区真砂3-15-14,,,35.638405,140.064494
高洲第一保育所,赤ちゃんの駅,タカスダイイチホイクショ,261-0004,美浜区高洲2-2-21,,,35.624585,140.078889
都賀の台保育所,赤ちゃんの駅,ツガノダイホイクショ,264-0033,若葉区都賀の台3-6-1,,,35.643724,140.144106
幸第一保育所,赤ちゃんの駅,サイワイダイイイチホイクショ,261-0001,美浜区幸町2-12-9,,,35.621467,140.093373
星久喜保育所,赤ちゃんの駅,ホシクキホイクショ,260-0808,中央区星久喜町1063-6,,,35.598149,140.146845
千城台東第二保育所,赤ちゃんの駅,チシロダイヒガシダイニホイクショ,264-0002,若葉区千城台東4-33-1,,,35.618624,140.200075
天台保育所,赤ちゃんの駅,テンダイホイクショ,263-0016,稲毛区天台1-10-6,,,35.631019,140.114544
小深保育所,赤ちゃんの駅,コブケホイクショ,263-0003,稲毛区小深町261-7,,,35.660843,140.150238
西小中台保育所,赤ちゃんの駅,ニシコナカダイホイクショ,262-0016,花見川区西小中台5-20,,,35.651858,140.087358
小倉台保育所,赤ちゃんの駅,オグラダイホイクショ,264-0006,若葉区小倉台4-18-2,,,35.62861,140.171154
黒砂保育所,赤ちゃんの駅,クロスナホイクショ,263-0042,稲毛区黒砂2-4-24,,,35.62684,140.093643
坂月保育所,赤ちゃんの駅,サカツキホイクショ,264-0012,若葉区坂月町294-1,,,35.612343,140.180578
轟保育所,赤ちゃんの駅,トドロキホイクショ,263-0021,稲毛区轟町1-12-13,,,35.624765,140.110186
神明保育所,赤ちゃんの駅,シンメイホイクショ,260-0022,中央区神明町27-6,,,35.601625,140.116885
寒川保育所,赤ちゃんの駅,サムガワホイクショ,260-0832,中央区寒川町2-119,,,35.595451,140.121798
こてはし台保育所,赤ちゃんの駅,コテハシダイホイクショ,262-0005,花見川区こてはし台5-12,,,35.690428,140.120086
誉田保育所,赤ちゃんの駅,ホンダホイクショ,266-0005,緑区誉田町2-298,,,35.54637,140.205418
宮野木保育所,赤ちゃんの駅,ミヤノギホイクショ,263-0051,稲毛区園生町238-56,,,35.652352,140.101737
花見川第二保育所,赤ちゃんの駅,ハナミガワダイニホイクショ,262-0046,花見川区花見川2‐41‐101,,,35.687579,140.094027
花見川第三保育所,赤ちゃんの駅,ハナミガワダイサンホイクショ,262-0046,花見川区花見川4-2,,,35.695494,140.099076
作草部保育園,赤ちゃんの駅,サクサベホイクエン,263-0014,稲毛区作草部町698-3,,,35.627847,140.124743
幕張第二保育所,赤ちゃんの駅,マクハリダイニホイクショ,262-0032,花見川区幕張町4-636,,,35.661598,140.05789
浜野保育所,赤ちゃんの駅,ハマノホイクショ,260-0824,中央区浜野町1346-5,,,35.559411,140.129458
南小中台保育園,赤ちゃんの駅,ミナミコナカダイホイクエン,263-0043,稲毛区小仲台8-21-1,,,35.644763,140.090279
旭ヶ丘保育園,赤ちゃんの駅,アサヒガオカホイクエン,264-0025,若葉区都賀1-1-1,,,35.631524,140.143459
幕張第一保育所,赤ちゃんの駅,マクハリダイイチホイクショ,262-0032,花見川区幕張町5-417-260,,,35.654864,140.053153
さつきが丘第一保育所,赤ちゃんの駅,サツキガオカダイイチホイクショ,262-0014,花見川区さつきが丘2-32-1,,,35.666491,140.092688
真砂第一保育所,赤ちゃんの駅,マサゴダイイチホイクショ,261-0011,美浜区真砂2-22-13,,,35.640852,140.06842
桜木保育所,赤ちゃんの駅,サクラギホイクショ,264-0022,若葉区桜木1-40-1,,,35.617694,140.156525
平山保育所,赤ちゃんの駅,ヒラヤマホイクショ,266-0002,緑区平山町138,,,35.573631,140.182245
千城台西保育所,赤ちゃんの駅,チシロダイニシホイクショ,264-0004,若葉区千城台西3-8-1,,,35.618563,140.181449
千城台東第一保育所,赤ちゃんの駅,チシロダイヒガシダイイチホイクショ,264-0002,若葉区千城台東2-8-1,,,35.619224,140.193484
千草台保育所,赤ちゃんの駅,チグサダイホイクショ,263-0013,稲毛区千草台1-1-27,,,35.635684,140.118254
花見川保健福祉センター,赤ちゃんの駅,ハナミガワホケンフクシセンター,262-8510,花見川区瑞穂1-1,花見川保健福祉センター,,35.663269,140.068274
桜ほっとステーション親子/明徳土気保育園,赤ちゃんの駅,サクラホットステーションオヤコ/メイトクトケホイクエン,267-0061,緑区土気町1626-5,,,35.532687,140.269679
花見川区役所,赤ちゃんの駅,チバシハナミガワクヤクショ,262-8733,花見川区瑞穂1-1,,,35.662859,140.06905
稲毛区役所,赤ちゃんの駅,チバシイナゲクヤクショ,263-8733,稲毛区穴川4-12-1,,,35.636195,140.107163
美浜区役所,赤ちゃんの駅,チバシミハマクヤクショ,261-8733,美浜区真砂5-15-1,,,35.640451,140.063037
千葉市役所（本庁舎）,赤ちゃんの駅,チバシヤクショ,260-8722,中央区千葉港1-1,,,35.607302,140.106375
あやめ台第一保育所,赤ちゃんの駅,アヤメダイダイイチホイクショ,263-0052,稲毛区あやめ台1-15-101,,,35.65009,140.116086
あやめ台第二保育所,赤ちゃんの駅,アヤメダイダイニホイクショ,263-0052,稲毛区あやめ台3-19,,,35.648385,140.111568
緑保健福祉センター,赤ちゃんの駅,ミドリホケンフクシセンター,266-8550,緑区鎌取町226-1,,,35.566561,140.176031
小中台保育所,赤ちゃんの駅,コナカダイホイクショ,263-0043,稲毛区小仲台9-30-2,,,35.647888,140.097048
生実保育所,赤ちゃんの駅,オユミホイクショ,260-0813,中央区生実町1940-1,,,35.560827,140.145743
園生保育所,赤ちゃんの駅,ソンノウホイクショ,263-0051,稲毛区園生町1325-1,,,35.652461,140.123969
稲毛海岸保育所,赤ちゃんの駅,イナゲカイガンホイクショ,261-0005,美浜区稲毛海岸5-6-1,,,35.637262,140.075972
磯辺保育所,赤ちゃんの駅,イソベホイクショ,261-0012,美浜区磯辺1-3-1,,,35.629828,140.066371
花見川第一保育所,赤ちゃんの駅,ハナミガワダイイチホイクショ,262-0046,花見川区花見川3-23-101,,,35.690728,140.095359
都保育所,赤ちゃんの駅,ミヤコホイクショ,260-0001,中央区都町2-26-5,,,35.612193,140.141871
白旗保育所,赤ちゃんの駅,シラハタホイクショ,260-0841,中央区白旗2-6-11,,,35.578366,140.140823
亥鼻保育所,赤ちゃんの駅,イノハナホイクショ,260-0856,中央区亥鼻2-5-6,,,35.602716,140.12797
野呂保育所,赤ちゃんの駅,ノロホイクショ,265-0053,若葉区野呂町622,,,35.583789,140.229532
幕張第三保育所,赤ちゃんの駅,マクハリダイサンホイクショ,262-0032,花見川区幕張町3-7730-5,,,35.656543,140.048196
緑町保育所,赤ちゃんの駅,ミドリマチホイクショ,263-0023,稲毛区緑町2-22-1,,,35.623298,140.095399
花見川・子育てリラックス館,赤ちゃんの駅,ハナミガワ・コソダテリラックスカン,262-0046,花見川区花見川3-28-101,花見川団地商店街内,,35.688991,140.095819
川戸保育所,赤ちゃんの駅,カワドホイクショ,260-0802,中央区川戸町424-1,,,35.583299,140.1644
蘇我保育所,赤ちゃんの駅,ソガホイクショ,260-0822,中央区蘇我2-3-18,,,35.572706,140.130983
大森保育所,赤ちゃんの駅,オオモリホイクショ,260-0811,中央区大森町268,,,35.580073,140.143516
長作保育所,赤ちゃんの駅,ナガサクホイクショ,262-0044,花見川区長作町739-3,,,35.674677,140.07222
若葉保健福祉センター,赤ちゃんの駅,ワカバホケンフクシセンター,264-8550,若葉区貝塚2-19-1,,,35.633302,140.154505
さつきが丘第二保育所,赤ちゃんの駅,サツキガオカダイニホイクショ,262-0014,花見川区さつきが丘1-32-1,,,35.665218,140.096397
高洲第三保育所,赤ちゃんの駅,タカスダイサンホイクショ,261-0004,美浜区高洲3-2-14,,,35.627169,140.075625
高浜第一保育所,赤ちゃんの駅,タカハマダイイチホイクショ,261-0003,美浜区高浜1-4-3,,,35.619514,140.074928
緑区役所,赤ちゃんの駅,チバシミドリクヤクショ,266-8733,緑区おゆみ野3-15-3,,,35.560454,140.176148
千葉市役所（千葉中央コミュニティセンター）,赤ちゃんの駅,チバチュウオウコミュニティセンター,260-0026,中央区千葉港2-1,千葉中央コミュニティセンター,,35.606737,140.108154
蘇我・子育てリラックス館,赤ちゃんの駅,ソガ・コソダテリラックスカン,260-0834,中央区今井1-14-38,,,35.583226,140.128998
長沼原保育所,赤ちゃんの駅,ナガヌマハラホイクショ,263-0001,稲毛区長沼原町242-2,,,35.670103,140.124321
多部田保育所,赤ちゃんの駅,タベタホイクショ,265-0066,若葉区多部田町754-39,,,35.59778,140.195112
ひなたぼっこ保育園,赤ちゃんの駅,ヒナタボッコホイクエン,260-0021,新宿2-5-13,アスセナスビル2階,,35.607053,140.116026
幸町・子育てリラックス館,赤ちゃんの駅,サイワイチョウ・コソダテリラックスカン,261-0001,幸町2-23-1,マルエツ千葉幸町店2F,,35.622002,140.093804
若梅保育園,赤ちゃんの駅,ワカウメホイクエン,261-0004,高洲4-5-9,,,35.631885,140.071384
子育てひろば・うたせ/打瀬保育園,赤ちゃんの駅,コソダテヒロバ・ウタセ/ウタセホイクエン,261-0013,打瀬1-3-5,,,35.642904,140.048121
千葉寺保育園（第一分園）,赤ちゃんの駅,チバデラホイクエンダイイチブンエン,260-0843,末広4-17-6,,,35.59022,140.131227
かまとり・子育てリラックス館,赤ちゃんの駅,カマトリ・コソダテリラックスカン,266-0031,おゆみ野3-38-4,アーバンヒルズ103・104,,35.558528,140.175319
おゆみ野中央・子育てリラックス館,赤ちゃんの駅,オユミノチュウオウ・コソダテリラックスカン,266-0032,おゆみ野中央8-2,おゆみ野ふれあい館1階,,35.549804,140.185333
真生保育園,赤ちゃんの駅,シンセイホイクエン,266-0033,おゆみ野南5-29-1,,,35.547308,140.174538
ふたば保育園,赤ちゃんの駅,フタバホイクエン,266-0021,刈田子町308-10,,,35.546866,140.165914
若竹保育園,赤ちゃんの駅,ワカタケホイクエン,264-0021,若松町331,,,35.642236,140.174503
千葉聖心保育園,赤ちゃんの駅,チバセイシンホイクエン,264-0021,若松町531-197,,,35.646396,140.146821
たいよう保育園,赤ちゃんの駅,タイヨウホイクエン,264-0032,みつわ台3-12-1,,,35.639561,140.135784
にこにこルーム/新宿保育所,赤ちゃんの駅,ニコニコルーム/シンジュクホイクショ,260-0021,中央区新宿2-15-2,,,35.60713,140.114404
子育てひろば・いなげ/稲毛保育園,赤ちゃんの駅,コソダテヒロバイナゲ/イナゲホイクエン/,263-0043,稲毛区小仲台2-10-1,,,35.637929,140.094624
中央保健福祉センター（きぼーる）,赤ちゃんの駅,チュウオウホケンフクシセンター（キボール）,260-8511,中央区中央4-5-1,Ｑｉｂａｌｌ（きぼーる）11階中央保健福祉センター,,35.607538,140.123771
若葉区役所,赤ちゃんの駅,チバシワカバクヤクショ,264-8733,若葉区桜木北2-1-1,,,35.633978,140.155812
千葉市子ども交流館（きぼーる）,赤ちゃんの駅,チバシコドモコウリュウカン（キボール）,260-0013,中央区中央4-5-1,Ｑｉｂａｌｌ（きぼーる）内3～5階,,35.607323,140.123237
千葉市子育て支援館（きぼーる）,赤ちゃんの駅,チバシコソダテシエンカン（キボール）,260-0013,中央区中央4-5-1,Ｑｉｂａｌｌ（きぼーる）6階,,35.607418,140.122633
中央区役所,赤ちゃんの駅,チバシチュウオウクヤクショ,260-8733,中央区中央3-10-8,,,35.609,140.124571
子育てひろば・ちどり/ちどり保育園,赤ちゃんの駅,コソダテヒロバチドリ/チドリホイクエン,262-0023,花見川区検見川町3-331-4,,,35.646288,140.069557
ふれあいひろば・輝/明和輝保育園,赤ちゃんの駅,フレアイヒロバ・カガヤキ/メイワカガヤキホイクエン,266-0032,緑区おゆみ野中央7‐30,,,35.548604,140.18028
稲毛保健福祉センター,赤ちゃんの駅,イナゲホケンフクシセンター,263-8550,稲毛区穴川4-12-4,,,35.635576,140.106146
子育てひろば・みつわだい/みつわ台保育園,赤ちゃんの駅,コソダテヒロバ・ミツワダイ/ミツワダイホイクエン,264-0032,若葉区みつわ台5-8-8,,,35.647214,140.134353
